"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"23-29A-j25-2",4,"29A","Floridsdorf - Großfeldsiedlung Baustellenfahrplan gültig von 24.3. bis vsl. Juni 2025",3,"0A295D","FFFFFF"
"23-29A-j25-3",4,"29A","Floridsdorf - Großfeldsiedlung",3,"0A295D","FFFFFF"
"23-29A-j25-90",4,"29A","Floridsdorf - Großfeldsiedlung Baustellenfahrplan gültig bis vsl. April 2025",3,"0A295D","FFFFFF"
"23-29B-j25-1",4,"29B","Floridsdorf - Großfeldsiedlung",3,"0A295D","FFFFFF"
"23-29B-j25-2",4,"29B","Floridsdorf - Großfeldsiedlung Baustellenfahrplan gültig von 24.3. bis vsl. Juni 2025",3,"0A295D","FFFFFF"
"23-29B-j25-3",4,"29B","Floridsdorf - Großfeldsiedlung",3,"0A295D","FFFFFF"
"23-29B-j25-90",4,"29B","Floridsdorf - Großfeldsiedlung Baustellenfahrplan gültig bis vsl. April 2025",3,"0A295D","FFFFFF"
"23-2A-j25-1",4,"2A","Schwedenplatz - Schwarzenbergplatz",3,"0A295D","FFFFFF"
"23-2A-j25-2",4,"2A","Schwedenplatz - Schwarzenbergplatz",3,"0A295D","FFFFFF"
"23-2A-j25-24",4,"2A","Schwedenplatz - Schwarzenbergplatz",3,"0A295D","FFFFFF"
"23-2A-j25-3",4,"2A","Schwedenplatz - Schwarzenbergplatz Baustellenfahrplan",3,"0A295D","FFFFFF"
"23-30A-j25-1",4,"30A","Neu Leopoldau - Freiheitsplatz",3,"0A295D","FFFFFF"
"23-30A-j25-24",4,"30A","Neu Leopoldau - Freiheitsplatz",3,"0A295D","FFFFFF"
"23-30A-j25-31",4,"30A","Neu Leopoldau - Freiheitsplatz",3,"0A295D","FFFFFF"
"23-31A-j25-1",4,"31A","Kagraner Platz - Jochbergengasse",3,"0A295D","FFFFFF"
"23-31A-j25-2",4,"31A","Kagraner Platz - Jochbergengasse",3,"0A295D","FFFFFF"
"23-31A-j25-24",4,"31A","Kagraner Platz - Jochbergengasse",3,"0A295D","FFFFFF"
"23-31A-j25-31",4,"31A","Kagraner Platz - Jochbergengasse",3,"0A295D","FFFFFF"
"23-32A-j25-1",4,"32A","Leopoldau - Strebersdorf",3,"0A295D","FFFFFF"
"23-32A-j25-2",4,"32A","Leopoldau - Strebersdorf",3,"0A295D","FFFFFF"
"23-32A-j25-24",4,"32A","Leopoldau - Strebersdorf",3,"0A295D","FFFFFF"
"23-32A-j25-31",4,"32A","Leopoldau - Strebersdorf",3,"0A295D","FFFFFF"
"23-33A-j25-1",4,"33A","Mühlschüttel - Floridsdorf",3,"0A295D","FFFFFF"
"23-33A-j25-2",4,"33A","Mühlschüttel - Floridsdorf",3,"0A295D","FFFFFF"
"23-33A-j25-24",4,"33A","Mühlschüttel - Floridsdorf",3,"0A295D","FFFFFF"
"23-33A-j25-31",4,"33A","Mühlschüttel - Floridsdorf",3,"0A295D","FFFFFF"
"23-34A-j25-2",4,"34A","Floridsdorf - Schwarzlackenau (-Strebersdorf)",3,"0A295D","FFFFFF"
"23-34A-j25-24",4,"34A","Floridsdorf - Schwarzlackenau (-Strebersdorf)",3,"0A295D","FFFFFF"
"23-35A-j25-1",4,"35A","Spittelau - Salmannsdorf",3,"0A295D","FFFFFF"
"23-36A-j25-1",4,"36A","Jedlesee, Bellgasse - Carabelligasse",3,"0A295D","FFFFFF"
"23-36B-j25-1",4,"36B","Jedlesee, Bellgasse - Leopoldau",3,"0A295D","FFFFFF"
"23-37A-j25-1",4,"37A","Engerthstraße/Traisengasse - Dänenstraße",3,"0A295D","FFFFFF"
"23-37A-j25-24",4,"37A","Engerthstraße/Traisengasse - Nußdorfer Straße",3,"0A295D","FFFFFF"
"23-37A-j25-31",4,"37A","Engerthstraße/Traisengasse - Nußdorfer Straße",3,"0A295D","FFFFFF"
"23-38A-j25-1",4,"38A","Heiligenstadt - Kahlenberg (-Leopoldsberg)",3,"0A295D","FFFFFF"
"23-38B-j25-1",4,"38B","Nußdorf, Beethovengang - Nußdorf Friedhof - Heiligenstädter Friedhof Allerheiligenverkehr",3,"0A295D","FFFFFF"
"23-38B-j25-24",4,"38B","Nußdorf, Beethovengang - Nußdorf Friedhof - Heiligenstädter Friedhof",3,"0A295D","FFFFFF"
"23-39A-j25-1",4,"39A","Heiligenstadt - Sievering",3,"0A295D","FFFFFF"
"23-39B-j25-1",4,"39B","Karthäuserstraße - Sieveringer Friedhof Allerheiligenverkehr",3,"0A295D","FFFFFF"
"23-39B-j25-24",4,"39B","Karthäuserstraße - Sieveringer Friedhof",3,"0A295D","FFFFFF"
"23-3A-j25-1",4,"3A","Schottenring - Stubentor",3,"0A295D","FFFFFF"
"23-3A-j25-2",4,"3A","Schottenring - Stubentor",3,"0A295D","FFFFFF"
"23-3A-j25-24",4,"3A","Schottenring - Stubentor",3,"0A295D","FFFFFF"
"23-40A-j25-1",4,"40A","Schottentor - Döblinger Friedhof",3,"0A295D","FFFFFF"
"23-40A-j25-2",4,"40A","Schottentor - Döblinger Friedhof",3,"0A295D","FFFFFF"
"23-41A-j25-1",4,"41A","Pötzleinsdorf - Neustifter Friedhof 3.Tor",3,"0A295D","FFFFFF"
"23-41A-j25-24",4,"41A","Pötzleinsdorf - Neustifter Friedhof 3.Tor",3,"0A295D","FFFFFF"
"23-41A-j25-31",4,"41A","Pötzleinsdorf - Neustifter Friedhof 3.Tor",3,"0A295D","FFFFFF"
"23-42A-j25-1",4,"42A","Hernals - Schafberghöhe",3,"0A295D","FFFFFF"
"23-42A-j25-24",4,"42A","Hernals - Schafberghöhe",3,"0A295D","FFFFFF"
"23-42A-j25-3",4,"42A","Hernals - Schafberghöhe",3,"0A295D","FFFFFF"
"23-42A-j25-31",4,"42A","Hernals - Schafberghöhe",3,"0A295D","FFFFFF"
"23-42A-j25-5",4,"42A","Hernals - Schafberghöhe",3,"0A295D","FFFFFF"
"23-42A-j25-6",4,"42A","Hernals - Schafberghöhe",3,"0A295D","FFFFFF"
"23-43A-j25-1",4,"43A","Neuwaldegg - Cobenzl Parkplatz",3,"0A295D","FFFFFF"
"23-43A-j25-2",4,"43A","Neuwaldegg - Cobenzl Parkplatz Sommerfahrplan",3,"0A295D","FFFFFF"
"23-43A-j25-24",4,"43A","Neuwaldegg - Cobenzl Parkplatz",3,"0A295D","FFFFFF"
"23-43A-j25-31",4,"43A","Neuwaldegg - Cobenzl Parkplatz",3,"0A295D","FFFFFF"
"23-43B-j25-1",4,"43B","Hütteldorf - Neustift, Agnesgasse",3,"0A295D","FFFFFF"
"23-43B-j25-24",4,"43B","Hütteldorf - Neustift, Agnesgasse",3,"0A295D","FFFFFF"
"23-43B-j25-3",4,"43B","Hütteldorf - Neustift, Agnesgasse Sommerfahrplan",3,"0A295D","FFFFFF"
"23-43B-j25-31",4,"43B","Hütteldorf - Neustift, Agnesgasse",3,"0A295D","FFFFFF"
"23-44A-j25-1",4,"44A","Hernals - Mitterberg",3,"0A295D","FFFFFF"
"23-44A-j25-2",4,"44A","Hernals - Mitterberg",3,"0A295D","FFFFFF"
"23-44A-j25-24",4,"44A","Hernals - Mitterberg",3,"0A295D","FFFFFF"
"23-44A-j25-31",4,"44A","Hernals - Mitterberg",3,"0A295D","FFFFFF"
"23-45A-j25-1",4,"45A","Ottakring - Liebhartstal",3,"0A295D","FFFFFF"
"23-45A-j25-2",4,"45A","Ottakring - Liebhartstal",3,"0A295D","FFFFFF"
"23-45A-j25-24",4,"45A","Ottakring - Liebhartstal",3,"0A295D","FFFFFF"
"23-45A-j25-3",4,"45A","Ottakring - Liebhartstal",3,"0A295D","FFFFFF"
"23-45A-j25-31",4,"45A","Ottakring - Liebhartstal",3,"0A295D","FFFFFF"
"23-46A-j25-1",4,"46A","Ottakring - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46A-j25-24",4,"46A","Ottakring - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46A-j25-3",4,"46A","Ottakring - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46A-j25-31",4,"46A","Ottakring - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46A-j25-4",4,"46A","Ottakring - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46B-j25-1",4,"46B","Ottakring - Ottakringer Bad - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46B-j25-24",4,"46B","Ottakring - Ottakringer Bad - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46B-j25-3",4,"46B","Ottakring - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46B-j25-31",4,"46B","Ottakring - Ottakringer Bad - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-46B-j25-4",4,"46B","Ottakring - Wilhelminenberg",3,"0A295D","FFFFFF"
"23-47A-j25-1",4,"47A","Unter St. Veit - Klinik Penzing",3,"0A295D","FFFFFF"
"23-47A-j25-24",4,"47A","Unter St. Veit - Baumgartner Höhe",3,"0A295D","FFFFFF"
"23-47A-j25-31",4,"47A","Unter St. Veit - Baumgartner Höhe",3,"0A295D","FFFFFF"
"23-47B-j25-1",4,"47B","Hütteldorf - Hüttelberg",3,"0A295D","FFFFFF"
"23-47B-j25-24",4,"47B","Hütteldorf - Hüttelberg",3,"0A295D","FFFFFF"
"23-47B-j25-31",4,"47B","Hütteldorf - Hüttelberg",3,"0A295D","FFFFFF"
"23-48A-j25-1",4,"48A","Ring/Volkstheater - Klinik Penzing",3,"0A295D","FFFFFF"
"23-48A-j25-2",4,"48A","Ring/Volkstheater - Baumgartner Höhe",3,"0A295D","FFFFFF"
"23-49A-j25-1",4,"49A","Wolfersberg, Schöffelplatz - Hütteldorf",3,"0A295D","FFFFFF"
"23-49A-j25-24",4,"49A","Wolfersberg, Schöffelplatz - Hütteldorf",3,"0A295D","FFFFFF"
"23-49A-j25-31",4,"49A","Wolfersberg, Schöffelplatz - Hütteldorf",3,"0A295D","FFFFFF"
"23-49E-j25-2",4,"49E","Linzer Str./Lützowgasse - Linzer Str./Lützowgasse",3,"0A295D","FFFFFF"
"23-4A-j25-1",4,"4A","Karlsplatz - Wittelsbachstraße",3,"0A295D","FFFFFF"
"23-4A-j25-2",4,"4A","Karlsplatz - Wittelsbachstraße",3,"0A295D","FFFFFF"
"23-4A-j25-24",4,"4A","Karlsplatz - Wittelsbachstraße",3,"0A295D","FFFFFF"
"23-50A-j25-1",4,"50A","Hütteldorf - Auhof",3,"0A295D","FFFFFF"
"23-50A-j25-24",4,"50A","Hütteldorf - Auhof",3,"0A295D","FFFFFF"
"23-50A-j25-31",4,"50A","Hütteldorf - Auhof",3,"0A295D","FFFFFF"
"23-50B-j25-1",4,"50B","Hütteldorf - Auhof",3,"0A295D","FFFFFF"
"23-50B-j25-24",4,"50B","Hütteldorf - Auhof",3,"0A295D","FFFFFF"
"23-50B-j25-31",4,"50B","Hütteldorf - Auhof",3,"0A295D","FFFFFF"
"23-51A-j25-1",4,"51A","Hietzing - Ottakringer Bad",3,"0A295D","FFFFFF"
"23-51A-j25-2",4,"51A","Hietzing - Ottakringer Bad Haltestellenverlegung bis Juni 2025",3,"0A295D","FFFFFF"
"23-51A-j25-24",4,"51A","Hietzing - Ottakringer Bad",3,"0A295D","FFFFFF"
"23-52A-j25-1",4,"52A","Hütteldorf - Jägerwaldsiedlung",3,"0A295D","FFFFFF"
"23-52A-j25-24",4,"52A","Hütteldorf - Jägerwaldsiedlung",3,"0A295D","FFFFFF"
"23-52A-j25-31",4,"52A","Hütteldorf - Jägerwaldsiedlung",3,"0A295D","FFFFFF"
"23-52B-j25-1",4,"52B","Hütteldorf - Siedlung Kordon ( -Feuerwache Am Steinhof)",3,"0A295D","FFFFFF"
"23-52B-j25-24",4,"52B","Hütteldorf - Siedlung Kordon ( -Feuerwache Am Steinhof)",3,"0A295D","FFFFFF"
"23-52B-j25-31",4,"52B","Hütteldorf - Siedlung Kordon ( -Feuerwache Am Steinhof)",3,"0A295D","FFFFFF"
"23-53A-j25-1",4,"53A","Unter St. Veit, Verbindungsbahn - Hütteldorf",3,"0A295D","FFFFFF"
"23-53A-j25-24",4,"53A","Unter St. Veit, Verbindungsbahn - Hütteldorf",3,"0A295D","FFFFFF"
"23-53A-j25-3",4,"53A","Verbindungsbahn - Hütteldorf",3,"0A295D","FFFFFF"
"23-53A-j25-31",4,"53A","Unter St. Veit, Verbindungsbahn - Hütteldorf",3,"0A295D","FFFFFF"
"23-54A-j25-1",4,"54A","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-54A-j25-2",4,"54A","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-54A-j25-24",4,"54A","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-54A-j25-31",4,"54A","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-54B-j25-1",4,"54B","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-54B-j25-2",4,"54B","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-54B-j25-24",4,"54B","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-54B-j25-31",4,"54B","Ober St. Veit - Stock im Weg",3,"0A295D","FFFFFF"
"23-56A-j25-1",4,"56A","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-56A-j25-24",4,"56A","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-56A-j25-31",4,"56A","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-56B-j25-1",4,"56B","Hietzing - Lainzer Tor",3,"0A295D","FFFFFF"
"23-56B-j25-2",4,"56B","Hietzing - Lainzer Tor",3,"0A295D","FFFFFF"
"23-56B-j25-24",4,"56B","Hietzing - Lainzer Tor",3,"0A295D","FFFFFF"
"23-56B-j25-31",4,"56B","Hietzing - Lainzer Tor",3,"0A295D","FFFFFF"
"23-57A-j25-1",4,"57A","Burgring - Anschützgasse",3,"0A295D","FFFFFF"
"23-57A-j25-2",4,"57A","Burgring - Anschützgasse",3,"0A295D","FFFFFF"
"23-57A-j25-3",4,"57A","Burgring - Anschützgasse",3,"0A295D","FFFFFF"
"23-58A-j25-1",4,"58A","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-58A-j25-24",4,"58A","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-58A-j25-31",4,"58A","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-58B-j25-1",4,"58B","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-58B-j25-24",4,"58B","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-58B-j25-31",4,"58B","Hietzing - Atzgersdorf",3,"0A295D","FFFFFF"
"23-59A-j25-1",4,"59A","Oper/Karlsplatz - Bhf. Meidling",3,"0A295D","FFFFFF"
"23-59A-j25-2",4,"59A","Oper/Karlsplatz - Bhf. Meidling",3,"0A295D","FFFFFF"
"23-5A-j25-1",4,"5A","Nestroyplatz - Griegstraße",3,"0A295D","FFFFFF"
"23-5A-j25-24",4,"5A","Nestroyplatz - Griegstraße",3,"0A295D","FFFFFF"
"23-5A-j25-31",4,"5A","Nestroyplatz - Griegstraße",3,"0A295D","FFFFFF"
"23-5B-j25-1",4,"5B","Heiligenstadt - Praterstern",3,"0A295D","FFFFFF"
"23-5B-j25-24",4,"5B","Praterstern - Heiligenstadt",3,"0A295D","FFFFFF"
"23-5B-j25-31",4,"5B","Praterstern - Heiligenstadt",3,"0A295D","FFFFFF"
"23-5B-j25-91",4,"5B","Heiligenstadt - Praterstern",3,"0A295D","FFFFFF"
"23-60A-j25-1",4,"60A","Alterlaa - Liesing",3,"0A295D","FFFFFF"
"23-60A-j25-24",4,"60A","Alterlaa - Liesing",3,"0A295D","FFFFFF"
"23-60A-j25-3",4,"60A","Alterlaa - Liesing",3,"0A295D","FFFFFF"
"23-60A-j25-31",4,"60A","Alterlaa - Liesing",3,"0A295D","FFFFFF"
"23-61A-j25-1",4,"61A","Liesing - Vösendorf-Siebenhirten",3,"0A295D","FFFFFF"
"23-61B-j25-1",4,"61B","Liesing - Vösendorf-Siebenhirten",3,"0A295D","FFFFFF"
"23-62A-j25-1",4,"62A","Meidling, Eichenstr. - Liesing",3,"0A295D","FFFFFF"
"23-63A-j25-1",4,"63A","Gesundheitszentrum Süd - Am Rosenhügel",3,"0A295D","FFFFFF"
"23-64A-j25-1",4,"64A","Atzgersdorf, Ziedlergasse - Liesing",3,"0A295D","FFFFFF"
"23-64B-j25-1",4,"64B","Hetzendorf - Alterlaa",3,"0A295D","FFFFFF"
"23-64B-j25-2",4,"64B","Hetzendorf - Alterlaa",3,"0A295D","FFFFFF"
"23-64B-j25-3",4,"64B","Hetzendorf - Alterlaa",3,"0A295D","FFFFFF"
"23-65A-j25-1",4,"65A","Reumannplatz - Wienerberg City",3,"0A295D","FFFFFF"
"23-65A-j25-24",4,"65A","Reumannplatz - Wienerberg City",3,"0A295D","FFFFFF"
"23-65A-j25-90",4,"65A","Reumannplatz - Wienerberg City Baustellenfahrplan gültig bis voraussichtlich April 2025",3,"0A295D","FFFFFF"
"23-66A-j25-1",4,"66A","Reumannplatz - Liesing",3,"0A295D","FFFFFF"
"23-67A-j25-1",4,"67A","Alaudagasse - Inzersdorf,Slamastraße",3,"0A295D","FFFFFF"
"23-67A-j25-24",4,"67A","Alaudagasse - Inzersdorf, Slamastraße",3,"0A295D","FFFFFF"
"23-67A-j25-31",4,"67A","Alaudagasse - Inzersdorf, Slamastraße",3,"0A295D","FFFFFF"
"23-67B-j25-1",4,"67B","Alaudagasse - Alterlaa",3,"0A295D","FFFFFF"
"23-67B-j25-24",4,"67B","Alaudagasse - Alterlaa",3,"0A295D","FFFFFF"
"23-67B-j25-31",4,"67B","Alaudagasse - Alterlaa",3,"0A295D","FFFFFF"
"23-68A-j25-1",4,"68A","Reumannplatz - Kurpark Nordosteingang",3,"0A295D","FFFFFF"
"23-68A-j25-24",4,"68A","Reumannplatz - Kurpark Nordosteingang",3,"0A295D","FFFFFF"
"23-68A-j25-3",4,"68A","Reumannplatz - Kurpark Nordosteingang",3,"0A295D","FFFFFF"
"23-68A-j25-31",4,"68A","Reumannplatz - Kurpark Nordosteingang",3,"0A295D","FFFFFF"
"23-68B-j25-1",4,"68B","Reumannplatz - Oberlaa",3,"0A295D","FFFFFF"
"23-68B-j25-24",4,"68B","Reumannplatz - Oberlaa",3,"0A295D","FFFFFF"
"23-68B-j25-3",4,"68B","Reumannplatz - Oberlaa",3,"0A295D","FFFFFF"
"23-68B-j25-31",4,"68B","Reumannplatz - Oberlaa",3,"0A295D","FFFFFF"
"23-69A-j25-1",4,"69A","Hauptbahnhof - Simmering",3,"0A295D","FFFFFF"
"23-70A-j25-1",4,"70A","Oberlaa - Kledering Bahnhof",3,"0A295D","FFFFFF"
"23-71A-j25-1",4,"71A","Zentralfriedhof 3.Tor - Schwechat Bahnhof",3,"0A295D","FFFFFF"
"23-71A-j25-2",4,"71A","Zentralfriedhof 3.Tor - Schwechat Bahnhof",3,"0A295D","FFFFFF"
"23-71B-j25-1",4,"71B","Zentralfriedhof 3. Tor - Kaiserebersdorf",3,"0A295D","FFFFFF"
"23-71B-j25-2",4,"71B","Zentralfriedhof 3. Tor - Kaiserebersdorf",3,"0A295D","FFFFFF"
"23-72A-j25-1",4,"72A","Gasometer - Hasenleiten",3,"0A295D","FFFFFF"
"23-72A-j25-24",4,"72A","Gasometer - Hasenleiten",3,"0A295D","FFFFFF"
"23-72A-j25-31",4,"72A","Gasometer - Hasenleiten",3,"0A295D","FFFFFF"
"23-73A-j25-1",4,"73A","Simmering - Landwehrstraße",3,"0A295D","FFFFFF"
"23-73A-j25-24",4,"73A","Simmering - Landwehrstraße",3,"0A295D","FFFFFF"
"23-73A-j25-31",4,"73A","Simmering - Landwehrstraße",3,"0A295D","FFFFFF"
"23-73B-j25-1",4,"73B","Zentralfriedhof 3.Tor - Kaiserebersdorf",3,"0A295D","FFFFFF"
"23-74A-j25-1",4,"74A","Stubentor - St. Marx/Leberstraße",3,"0A295D","FFFFFF"
"23-74A-j25-2",4,"74A","Stubentor - Grasbergergasse Baustellenfahrplan gültig von 18.03. bis Ende April 2025",3,"0A295D","FFFFFF"
"23-74A-j25-4",4,"74A","Stubentor - St. Marx/Leberstraße",3,"0A295D","FFFFFF"
"23-76A-j25-1",4,"76A","Enkplatz/Grillgasse - Alberner Hafen",3,"0A295D","FFFFFF"
"23-76A-j25-24",4,"76A","Enkplatz/Grillgasse - Alberner Hafen",3,"0A295D","FFFFFF"
"23-76B-j25-1",4,"76B","Enkplatz - Alberner Hafen",3,"0A295D","FFFFFF"
"23-76B-j25-2",4,"76B","Enkplatz - Alberner Hafen",3,"0A295D","FFFFFF"
"23-76B-j25-24",4,"76B","Enkplatz - Alberner Hafen",3,"0A295D","FFFFFF"
"23-76B-j25-31",4,"76B","Enkplatz - Alberner Hafen",3,"0A295D","FFFFFF"
"23-77A-j25-1",4,"77A","Rennweg - Lusthaus",3,"0A295D","FFFFFF"
"23-77A-j25-2",4,"77A","Rennweg - Lusthaus",3,"0A295D","FFFFFF"
"23-77A-j25-24",4,"77A","Rennweg - Lusthaus",3,"0A295D","FFFFFF"
"23-79A-j25-1",4,"79A","Donaumarina - Kaiserebersdorf, Dreherstraße",3,"0A295D","FFFFFF"
"23-79A-j25-2",4,"79A","Donaumarina, Chrastekgasse - Kaiserebersdorf, Münnichplatz",3,"0A295D","FFFFFF"
"23-79A-j25-24",4,"79A","Donaumarina - Kaiserebersdorf, Dreherstraße",3,"0A295D","FFFFFF"
"23-79A-j25-31",4,"79A","Donaumarina - Kaiserebersdorf, Dreherstraße",3,"0A295D","FFFFFF"
"23-79B-j25-1",4,"79B","Donaumarina - Kaiserebersdorf, Dreherstraße",3,"0A295D","FFFFFF"
"23-79B-j25-2",4,"79B","Donaumarina - Kaiserebersdorf, Dreherstraße",3,"0A295D","FFFFFF"
"23-79B-j25-3",4,"79B","Donaumarina, Chrastekgasse - Kaiserebersdorf, Münnichplatz",3,"0A295D","FFFFFF"
"23-7A-j25-1",4,"7A","Meidling Hauptstraße - Reumannplatz",3,"0A295D","FFFFFF"
"23-7A-j25-24",4,"7A","Meidling Hauptstraße - Reumannplatz",3,"0A295D","FFFFFF"
"23-7A-j25-31",4,"7A","Meidling Hauptstraße - Reumannplatz",3,"0A295D","FFFFFF"
"23-7B-j25-1",4,"7B","Wienerberg City - Meidling",3,"0A295D","FFFFFF"
"23-7B-j25-2",4,"7B","Wienerberg City - Meidling",3,"0A295D","FFFFFF"
"23-7B-j25-3",4,"7B","Wienerberg City - Meidling",3,"0A295D","FFFFFF"
"23-80A-j25-1",4,"80A","Praterstern - Neu Marx",3,"0A295D","FFFFFF"
"23-80A-j25-24",4,"80A","Praterstern - Neu Marx",3,"0A295D","FFFFFF"
"23-80A-j25-31",4,"80A","Praterstern - Neu Marx",3,"0A295D","FFFFFF"
"23-80A-j25-90",4,"80A","Praterstern - Neu Marx",3,"0A295D","FFFFFF"
"23-82A-j25-1",4,"82A","Praterstern - Krieau",3,"0A295D","FFFFFF"
"23-82A-j25-2",4,"82A","Praterstern - Krieau",3,"0A295D","FFFFFF"
"23-84A-j25-1",4,"84A","Aspernstraße - Seestadt Baustellenfahrplan gültig von 02.07. bis vsl. September 2025",3,"0A295D","FFFFFF"
"23-84A-j25-2",4,"84A","Aspernstraße - Seestadt",3,"0A295D","FFFFFF"
"23-85A-j25-1",4,"85A","Hausfeldstraße - Breitenlee, Rautenweg",3,"0A295D","FFFFFF"
"23-85A-j25-2",4,"85A","Hausfeldstraße - Breitenlee, Rautenweg",3,"0A295D","FFFFFF"
"23-85A-j25-24",4,"85A","Hausfeldstraße - Breitenlee, Rautenweg",3,"0A295D","FFFFFF"
"23-85A-j25-31",4,"85A","Hausfeldstraße - Breitenlee, Rautenweg",3,"0A295D","FFFFFF"
"23-86A-j25-1",4,"86A","Stadlau - Breitenleer St./Arnikaweg",3,"0A295D","FFFFFF"
"23-86A-j25-24",4,"86A","Stadlau - Breitenleer St./Arnikaweg",3,"0A295D","FFFFFF"
"23-86A-j25-31",4,"86A","Stadlau - Breitenleer St./Arnikaweg",3,"0A295D","FFFFFF"
"23-87A-j25-1",4,"87A","Stadlau - Hermann-Gebauer-Straße",3,"0A295D","FFFFFF"
"23-87A-j25-24",4,"87A","Stadlau - Hermann-Gebauer-Straße",3,"0A295D","FFFFFF"
"23-87A-j25-31",4,"87A","Stadlau - Hermann-Gebauer-Straße",3,"0A295D","FFFFFF"
"23-88A-j25-1",4,"88A","Seestadt - Eßling, Stadtgrenze",3,"0A295D","FFFFFF"
"23-88A-j25-2",4,"88A","Seestadt - Eßling, Stadtgrenze",3,"0A295D","FFFFFF"
"23-88B-j25-1",4,"88B","Seestadt - Eßling, Wegmayersiedlung",3,"0A295D","FFFFFF"
"23-89A-j25-1",4,"89A","Seestadt - Invalidensiedlung Baustellenfahrplan gültig von 02.07. bis vsl. September 2025",3,"0A295D","FFFFFF"
"23-89A-j25-2",4,"89A","Aspern Nord - Invalidensiedlung",3,"0A295D","FFFFFF"
"23-8A-j25-1",4,"8A","Meidling - Küniglberg/ORF-Zentrum",3,"0A295D","FFFFFF"
"23-8A-j25-24",4,"8A","Meidling - Küniglberg/ORF-Zentrum",3,"0A295D","FFFFFF"
"23-92A-j25-1",4,"92A","Kaisermühlen V.I.C. - Aspern, Zachgasse Winterfahrplan",3,"0A295D","FFFFFF"
"23-92A-j25-2",4,"92A","Kaisermühlen V.I.C. - Aspern, Zachgasse",3,"0A295D","FFFFFF"
"23-92A-j25-24",4,"92A","Kaisermühlen V.I.C. - Aspern, Zachgasse",3,"0A295D","FFFFFF"
"23-92A-j25-3",4,"92A","Kaisermühlen V.I.C. - Aspern, Zachgasse Sommerfahrplan",3,"0A295D","FFFFFF"
"23-92A-j25-31",4,"92A","Kaisermühlen V.I.C. - Aspern, Zachgasse",3,"0A295D","FFFFFF"
"23-92B-j25-1",4,"92B","Kaisermühlen V.I.C. - Ölhafen",3,"0A295D","FFFFFF"
"23-92B-j25-2",4,"92B","Kaisermühlen V.I.C. - Ölhafen",3,"0A295D","FFFFFF"
"23-92B-j25-24",4,"92B","Kaisermühlen V.I.C. - Ölhafen",3,"0A295D","FFFFFF"
"23-92B-j25-3",4,"92B","Kaisermühlen V.I.C. - Ölhafen Sommerfahrplan",3,"0A295D","FFFFFF"
"23-92B-j25-31",4,"92B","Kaisermühlen V.I.C. - Ölhafen",3,"0A295D","FFFFFF"
"23-93A-j25-1",4,"93A","Kagran - Aspernstraße",3,"0A295D","FFFFFF"
"23-93A-j25-24",4,"93A","Kagran - Aspernstraße",3,"0A295D","FFFFFF"
"23-93A-j25-31",4,"93A","Kagran - Aspernstraße",3,"0A295D","FFFFFF"
"23-93A-j25-90",4,"93A","Kagran - Aspernstraße Aspernstraße - Kagran",3,"0A295D","FFFFFF"
"23-94A-j25-1",4,"94A","Kagran - Stadlau",3,"0A295D","FFFFFF"
"23-95A-j25-1",4,"95A","Großer Biberhaufen - Aspern Nord",3,"0A295D","FFFFFF"
"23-95A-j25-24",4,"95A","Großer Biberhaufen - Aspern Nord",3,"0A295D","FFFFFF"
"23-95A-j25-31",4,"95A","Großer Biberhaufen - Aspern Nord",3,"0A295D","FFFFFF"
"23-95B-j25-1",4,"95B","Hirschstetten Ort - Hausfeldstraße Baustellenfahrplan gültig bis voraussichtlicht 2025",3,"0A295D","FFFFFF"
"23-95B-j25-2",4,"95B","Hirschstetten Ort - Hausfeldstraße Baustellenfahrplan gültig bis voraussichtlicht 2025",3,"0A295D","FFFFFF"
